,Conflict_ID,Statecode_A,Statecode_B,Year,Start_Year,End_Year,Outcome,Fatality_Level,Hostility,Role_A,Role_B,Severity,Severity_A,Severity_B
0,2,USA,UKG,1902,1902,1903,0,0,3,1,3,49,49,0
1,2,USA,UKG,1903,1902,1903,6,0,3,1,3,49,49,0
2,2,UKG,USA,1902,1902,1903,0,0,3,3,1,49,0,49
3,2,UKG,USA,1903,1902,1903,6,0,3,3,1,49,0,49
4,3,AUH,YUG,1913,1913,1913,4,0,3,1,3,20,20,0
5,3,YUG,AUH,1913,1913,1913,3,0,3,3,1,20,0,20
6,4,UKG,ALB,1946,1946,1946,5,2,4,3,1,65,49,65
7,4,ALB,UKG,1946,1946,1946,5,2,4,1,3,65,65,49
8,7,UKG,EGY,1951,1951,1952,0,0,4,1,3,75,75,75
9,7,UKG,EGY,1952,1951,1952,1,2,4,1,3,75,75,75
10,7,EGY,UKG,1951,1951,1952,0,0,4,3,1,75,75,75
11,7,EGY,UKG,1952,1951,1952,2,2,4,3,1,75,75,75
12,8,UKG,IRN,1856,1856,1857,0,0,5,1,3,100,100,100
13,8,UKG,IRN,1857,1856,1857,1,6,5,1,3,100,100,100
14,8,IRN,UKG,1856,1856,1857,0,0,5,3,1,100,100,100
15,8,IRN,UKG,1857,1856,1857,2,6,5,3,1,100,100,100
16,9,UKG,POR,1889,1889,1890,0,0,3,1,3,49,49,0
17,9,UKG,POR,1890,1889,1890,6,0,3,1,3,49,49,0
18,9,POR,UKG,1889,1889,1890,0,0,3,3,1,49,0,49
19,9,POR,UKG,1890,1889,1890,6,0,3,3,1,49,0,49
20,11,GMY,AUS,1938,1938,1938,4,0,4,1,3,84,84,0
21,11,AUS,GMY,1938,1938,1938,3,0,4,3,1,84,0,84
22,12,UKG,GMY,1938,1938,1938,3,0,4,4,1,65,49,65
23,12,GMY,UKG,1938,1938,1938,4,0,4,1,4,65,65,49
24,12,BEL,GMY,1938,1938,1938,3,0,4,4,1,65,49,65
25,12,GMY,BEL,1938,1938,1938,4,0,4,1,4,65,65,49
26,12,FRN,GMY,1938,1938,1938,3,0,4,4,1,65,82,65
27,12,GMY,FRN,1938,1938,1938,4,0,4,1,4,65,65,82
28,12,GMY,CZE,1938,1938,1938,4,0,4,1,3,65,65,65
29,12,CZE,GMY,1938,1938,1938,3,0,4,3,1,65,65,65
30,12,GMY,RUS,1938,1938,1938,4,0,4,1,4,65,65,49
31,12,RUS,GMY,1938,1938,1938,3,0,4,4,1,65,49,65
32,13,USA,JPN,1863,1863,1863,1,0,2,2,3,30,30,0
33,13,JPN,USA,1863,1863,1863,2,0,2,3,2,30,0,30
34,13,UKG,JPN,1863,1863,1863,1,0,4,1,3,81,81,0
35,13,JPN,UKG,1863,1863,1863,2,0,4,3,1,81,0,81
36,13,FRN,JPN,1863,1863,1863,1,0,2,2,3,30,30,0
37,13,JPN,FRN,1863,1863,1863,2,0,2,3,2,30,0,30
38,14,UKG,TUR,1895,1895,1895,4,0,3,1,3,49,49,0
39,14,TUR,UKG,1895,1895,1895,3,0,3,3,1,49,0,49
40,15,USA,UKG,1839,1839,1839,6,0,4,1,3,81,49,81
41,15,UKG,USA,1839,1839,1839,6,0,4,3,1,81,81,49
42,16,UKG,USR,1897,1897,1898,0,0,3,1,3,49,49,49
43,16,UKG,USR,1898,1897,1898,4,0,3,1,3,49,49,49
44,16,USR,UKG,1897,1897,1898,0,0,3,3,1,49,49,49
45,16,USR,UKG,1898,1897,1898,3,0,3,3,1,49,49,49
46,16,UKG,KOR,1897,1897,1898,0,0,3,1,3,49,49,0
47,16,UKG,KOR,1898,1897,1898,4,0,3,1,3,49,49,0
48,16,KOR,UKG,1897,1897,1898,0,0,3,3,1,49,0,49
49,16,KOR,UKG,1898,1897,1898,3,0,3,3,1,49,0,49
50,16,RUS,JPN,1897,1897,1898,0,0,3,3,1,49,0,49
51,16,RUS,JPN,1898,1897,1898,3,0,3,3,1,49,0,49
52,16,JPN,RUS,1897,1897,1898,0,0,3,1,3,49,49,0
53,16,JPN,RUS,1898,1897,1898,4,0,3,1,3,49,49,0
54,19,AUH,ITA,1848,1848,1849,0,0,5,1,3,100,100,100
55,19,AUH,ITA,1849,1848,1849,1,6,5,1,3,100,100,100
56,19,ITA,AUH,1848,1848,1849,0,0,5,3,1,100,100,100
57,19,ITA,AUH,1849,1848,1849,2,6,5,3,1,100,100,100
58,19,AUH,MOD,1848,1848,1848,1,6,5,1,4,100,100,100
59,19,MOD,AUH,1848,1848,1848,2,6,5,4,1,100,100,100
60,19,AUH,TUS,1848,1848,1848,1,6,5,1,4,100,100,100
61,19,TUS,AUH,1848,1848,1848,2,6,5,4,1,100,100,100
62,20,RUS,IRN,1945,1945,1946,0,0,3,1,3,49,49,0
63,20,RUS,IRN,1946,1945,1946,3,0,3,1,3,49,49,0
64,20,IRN,RUS,1945,1945,1946,0,0,3,3,1,49,0,49
65,20,IRN,RUS,1946,1945,1946,4,0,3,3,1,49,0,49
66,21,AUH,YUG,1912,1912,1912,5,0,3,1,3,82,82,0
67,21,YUG,AUH,1912,1912,1912,5,0,3,3,1,82,0,82
68,21,AUH,RUS,1912,1912,1912,5,0,3,1,3,82,82,0
69,21,RUS,AUH,1912,1912,1912,5,0,3,3,1,82,0,82
70,22,RUS,LAT,1940,1940,1940,1,0,4,1,3,65,65,65
71,22,LAT,RUS,1940,1940,1940,2,0,4,3,1,65,65,65
72,23,RUS,EST,1939,1939,1939,4,0,4,1,3,96,96,0
73,23,EST,RUS,1939,1939,1939,3,0,4,3,1,96,0,96
74,25,UKG,NTH,1831,1831,1831,5,0,3,4,1,49,49,0
75,25,NTH,UKG,1831,1831,1831,5,0,3,1,4,49,0,49
76,25,NTH,BEL,1831,1831,1832,0,0,4,1,3,75,75,75
77,25,NTH,BEL,1832,1831,1832,5,0,4,1,3,75,75,75
78,25,BEL,NTH,1831,1831,1832,0,0,4,3,1,75,75,75
79,25,BEL,NTH,1832,1831,1832,5,0,4,3,1,75,75,75
80,25,NTH,FRN,1831,1831,1831,5,0,4,1,4,65,65,75
81,25,FRN,NTH,1831,1831,1831,5,0,4,4,1,65,75,65
82,25,FRN,GMY,1831,1831,1831,5,0,2,4,2,30,0,30
83,25,GMY,FRN,1831,1831,1831,5,0,2,2,4,30,30,0
84,26,USA,RUS,1948,1948,1949,0,0,4,3,1,65,96,65
85,26,USA,RUS,1949,1948,1949,5,0,4,3,1,65,96,65
86,26,RUS,USA,1948,1948,1949,0,0,4,1,3,65,65,96
87,26,RUS,USA,1949,1948,1949,5,0,4,1,3,65,65,96
88,26,UKG,RUS,1948,1948,1949,0,0,4,3,1,65,96,65
89,26,UKG,RUS,1949,1948,1949,5,0,4,3,1,65,96,65
90,26,RUS,UKG,1948,1948,1949,0,0,4,1,3,65,65,96
91,26,RUS,UKG,1949,1948,1949,5,0,4,1,3,65,65,96
92,26,FRN,RUS,1948,1948,1949,0,0,4,3,1,65,96,65
93,26,FRN,RUS,1949,1948,1949,5,0,4,3,1,65,96,65
94,26,RUS,FRN,1948,1948,1949,0,0,4,1,3,65,65,96
95,26,RUS,FRN,1949,1948,1949,5,0,4,1,3,65,65,96
96,27,USA,GDR,1961,1961,1961,5,0,4,1,4,96,82,96
97,27,GDR,USA,1961,1961,1961,5,0,4,4,1,96,96,82
98,27,USA,POL,1961,1961,1961,5,0,3,1,4,82,82,49
99,27,POL,USA,1961,1961,1961,5,0,3,4,1,82,49,82
100,27,USA,CZE,1961,1961,1961,5,0,3,1,4,82,82,49
101,27,CZE,USA,1961,1961,1961,5,0,3,4,1,82,49,82
102,27,USA,RUS,1961,1961,1961,5,0,4,1,3,96,82,96
103,27,RUS,USA,1961,1961,1961,5,0,4,3,1,96,96,82
104,27,UKG,GDR,1961,1961,1961,5,0,4,2,4,96,49,96
105,27,GDR,UKG,1961,1961,1961,5,0,4,4,2,96,96,49
106,27,UKG,POL,1961,1961,1961,5,0,3,2,4,49,49,49
107,27,POL,UKG,1961,1961,1961,5,0,3,4,2,49,49,49
108,27,UKG,CZE,1961,1961,1961,5,0,3,2,4,49,49,49
109,27,CZE,UKG,1961,1961,1961,5,0,3,4,2,49,49,49
110,27,UKG,RUS,1961,1961,1961,5,0,4,2,3,96,49,96
111,27,RUS,UKG,1961,1961,1961,5,0,4,3,2,96,96,49
112,27,FRN,GDR,1961,1961,1961,5,0,4,2,4,96,49,96
113,27,GDR,FRN,1961,1961,1961,5,0,4,4,2,96,96,49
114,27,FRN,POL,1961,1961,1961,5,0,3,2,4,49,49,49
115,27,POL,FRN,1961,1961,1961,5,0,3,4,2,49,49,49
116,27,FRN,CZE,1961,1961,1961,5,0,3,2,4,49,49,49
117,27,CZE,FRN,1961,1961,1961,5,0,3,4,2,49,49,49
118,27,FRN,RUS,1961,1961,1961,5,0,4,2,3,96,49,96
119,27,RUS,FRN,1961,1961,1961,5,0,4,3,2,96,96,49
120,27,GFR,GDR,1961,1961,1961,5,0,4,2,4,75,75,75
121,27,GDR,GFR,1961,1961,1961,5,0,4,4,2,75,75,75
122,27,GFR,POL,1961,1961,1961,5,0,3,2,4,49,49,49
123,27,POL,GFR,1961,1961,1961,5,0,3,4,2,49,49,49
124,27,GFR,CZE,1961,1961,1961,5,0,3,2,4,49,49,49
125,27,CZE,GFR,1961,1961,1961,5,0,3,4,2,49,49,49
126,27,GFR,RUS,1961,1961,1961,5,0,4,2,3,96,49,96
127,27,RUS,GFR,1961,1961,1961,5,0,4,3,2,96,96,49
128,28,FRN,TUN,1961,1961,1961,6,3,4,3,1,75,75,96
129,28,TUN,FRN,1961,1961,1961,6,3,4,1,3,75,96,75
130,30,AUH,YUG,1908,1908,1909,0,0,4,3,1,75,75,75
131,30,AUH,YUG,1909,1908,1909,3,0,4,3,1,75,75,75
132,30,YUG,AUH,1908,1908,1909,0,0,4,1,3,75,75,75
133,30,YUG,AUH,1909,1908,1909,4,0,4,1,3,75,75,75
134,31,USA,CHN,1900,1900,1900,1,6,5,1,3,100,100,100
135,31,CHN,USA,1900,1900,1900,2,6,5,3,1,100,100,100
136,31,UKG,CHN,1900,1900,1900,1,6,5,1,3,100,100,100
137,31,CHN,UKG,1900,1900,1900,2,6,5,3,1,100,100,100
138,31,FRN,CHN,1900,1900,1900,1,6,5,1,3,100,100,100
139,31,CHN,FRN,1900,1900,1900,2,6,5,3,1,100,100,100
140,31,GMY,CHN,1900,1900,1900,1,6,4,1,3,65,65,75
141,31,CHN,GMY,1900,1900,1900,2,6,4,3,1,65,75,65
142,31,AUH,CHN,1900,1900,1900,1,6,4,1,3,65,65,75
143,31,CHN,AUH,1900,1900,1900,2,6,4,3,1,65,75,65
144,31,ITA,CHN,1900,1900,1900,1,6,4,1,3,65,65,75
145,31,CHN,ITA,1900,1900,1900,2,6,4,3,1,65,75,65
146,31,RUS,CHN,1900,1900,1900,1,6,5,1,3,100,100,100
147,31,CHN,RUS,1900,1900,1900,2,6,5,3,1,100,100,100
148,31,CHN,JPN,1900,1900,1900,2,6,5,3,1,100,100,100
149,31,JPN,CHN,1900,1900,1900,1,6,5,1,3,100,100,100
150,38,USA,UKG,1837,1837,1838,0,0,4,3,1,65,49,65
151,38,USA,UKG,1838,1837,1838,5,0,4,3,1,65,49,65
152,38,UKG,USA,1837,1837,1838,0,0,4,1,3,65,65,49
153,38,UKG,USA,1838,1837,1838,5,0,4,1,3,65,65,49
154,40,CHN,JPN,1928,1928,1928,3,3,4,3,1,75,75,84
155,40,JPN,CHN,1928,1928,1928,4,3,4,1,3,75,84,75
156,41,RUS,CHN,1929,1929,1929,1,6,5,3,1,100,100,100
157,41,CHN,RUS,1929,1929,1929,2,6,5,1,3,100,100,100
158,43,GMY,CHN,1897,1897,1898,0,0,4,1,3,75,75,75
159,43,GMY,CHN,1898,1897,1898,1,0,4,1,3,75,75,75
160,43,CHN,GMY,1897,1897,1898,0,0,4,3,1,75,75,75
161,43,CHN,GMY,1898,1897,1898,2,0,4,3,1,75,75,75
162,50,USA,RUS,1954,1954,1954,5,0,3,1,4,49,49,49
163,50,RUS,USA,1954,1954,1954,5,0,3,4,1,49,49,49
164,50,USA,CHN,1953,1953,1956,0,0,3,1,3,49,49,49
165,50,USA,CHN,1954,1953,1956,0,0,3,1,3,49,49,49
166,50,USA,CHN,1955,1953,1956,0,0,3,1,3,49,49,49
167,50,USA,CHN,1956,1953,1956,5,2,3,1,3,49,49,49
168,50,CHN,USA,1953,1953,1956,0,0,3,3,1,49,49,49
169,50,CHN,USA,1954,1953,1956,0,0,3,3,1,49,49,49
170,50,CHN,USA,1955,1953,1956,0,0,3,3,1,49,49,49
171,50,CHN,USA,1956,1953,1956,5,2,3,3,1,49,49,49
172,50,RUS,ROK,1954,1954,1954,5,0,3,4,2,49,49,30
173,50,ROK,RUS,1954,1954,1954,5,0,3,2,4,49,30,49
174,50,CHN,TAW,1953,1953,1956,0,0,4,3,1,65,75,65
175,50,CHN,TAW,1954,1953,1956,0,0,5,3,1,100,100,100
176,50,CHN,TAW,1955,1953,1956,0,0,5,3,1,100,100,100
177,50,CHN,TAW,1956,1953,1956,1,6,4,3,1,65,75,65
178,50,TAW,CHN,1953,1953,1956,0,0,4,1,3,65,65,75
179,50,TAW,CHN,1954,1953,1956,0,0,5,1,3,100,100,100
180,50,TAW,CHN,1955,1953,1956,0,0,5,1,3,100,100,100
181,50,TAW,CHN,1956,1953,1956,2,6,4,1,3,65,65,75
182,50,CHN,ROK,1953,1953,1953,5,2,4,3,2,75,75,30
183,50,ROK,CHN,1953,1953,1953,5,2,4,2,3,75,30,75
184,51,USA,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
185,51,USA,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
186,51,USA,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
187,51,USA,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
188,51,CHN,USA,1950,1950,1953,0,0,5,2,4,100,100,100
189,51,CHN,USA,1951,1950,1953,0,0,5,2,4,100,100,100
190,51,CHN,USA,1952,1950,1953,0,0,5,2,4,100,100,100
191,51,CHN,USA,1953,1950,1953,5,6,5,2,4,100,100,100
192,51,USA,PRK,1950,1950,1953,0,0,5,4,1,100,100,100
193,51,USA,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
194,51,USA,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
195,51,USA,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
196,51,PRK,USA,1950,1950,1953,0,0,5,1,4,100,100,100
197,51,PRK,USA,1951,1950,1953,0,0,5,1,4,100,100,100
198,51,PRK,USA,1952,1950,1953,0,0,5,1,4,100,100,100
199,51,PRK,USA,1953,1950,1953,5,6,5,1,4,100,100,100
200,51,CAN,CHN,1950,1950,1953,0,0,3,4,2,82,82,100
201,51,CAN,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
202,51,CAN,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
203,51,CAN,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
204,51,CHN,CAN,1950,1950,1953,0,0,3,2,4,82,82,82
205,51,CHN,CAN,1951,1950,1953,0,0,5,2,4,100,100,100
206,51,CHN,CAN,1952,1950,1953,0,0,5,2,4,100,100,100
207,51,CHN,CAN,1953,1950,1953,5,6,5,2,4,100,100,100
208,51,CAN,PRK,1950,1950,1953,0,0,3,4,1,82,82,82
209,51,CAN,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
210,51,CAN,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
211,51,CAN,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
212,51,PRK,CAN,1950,1950,1953,0,0,3,1,4,82,82,82
213,51,PRK,CAN,1951,1950,1953,0,0,5,1,4,100,100,100
214,51,PRK,CAN,1952,1950,1953,0,0,5,1,4,100,100,100
215,51,PRK,CAN,1953,1950,1953,5,6,5,1,4,100,100,100
216,51,COL,CHN,1951,1951,1953,0,0,5,4,2,100,100,100
217,51,COL,CHN,1952,1951,1953,0,0,5,4,2,100,100,100
218,51,COL,CHN,1953,1951,1953,5,6,5,4,2,100,100,100
219,51,CHN,COL,1951,1951,1953,0,0,5,2,4,100,100,100
220,51,CHN,COL,1952,1951,1953,0,0,5,2,4,100,100,100
221,51,CHN,COL,1953,1951,1953,5,6,5,2,4,100,100,100
222,51,COL,PRK,1951,1951,1953,0,0,5,4,1,100,100,100
223,51,COL,PRK,1952,1951,1953,0,0,5,4,1,100,100,100
224,51,COL,PRK,1953,1951,1953,5,6,5,4,1,100,100,100
225,51,PRK,COL,1951,1951,1953,0,0,5,1,4,100,100,100
226,51,PRK,COL,1952,1951,1953,0,0,5,1,4,100,100,100
227,51,PRK,COL,1953,1951,1953,5,6,5,1,4,100,100,100
228,51,UKG,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
229,51,UKG,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
230,51,UKG,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
231,51,UKG,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
232,51,CHN,UKG,1950,1950,1953,0,0,5,2,4,100,100,100
233,51,CHN,UKG,1951,1950,1953,0,0,5,2,4,100,100,100
234,51,CHN,UKG,1952,1950,1953,0,0,5,2,4,100,100,100
235,51,CHN,UKG,1953,1950,1953,5,6,5,2,4,100,100,100
236,51,UKG,PRK,1950,1950,1953,0,0,5,4,1,100,100,100
237,51,UKG,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
238,51,UKG,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
239,51,UKG,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
240,51,PRK,UKG,1950,1950,1953,0,0,5,1,4,100,100,100
241,51,PRK,UKG,1951,1950,1953,0,0,5,1,4,100,100,100
242,51,PRK,UKG,1952,1950,1953,0,0,5,1,4,100,100,100
243,51,PRK,UKG,1953,1950,1953,5,6,5,1,4,100,100,100
244,51,NTH,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
245,51,NTH,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
246,51,NTH,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
247,51,NTH,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
248,51,CHN,NTH,1950,1950,1953,0,0,5,2,4,100,100,100
249,51,CHN,NTH,1951,1950,1953,0,0,5,2,4,100,100,100
250,51,CHN,NTH,1952,1950,1953,0,0,5,2,4,100,100,100
251,51,CHN,NTH,1953,1950,1953,5,6,5,2,4,100,100,100
252,51,NTH,PRK,1950,1950,1953,0,0,5,4,1,100,100,100
253,51,NTH,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
254,51,NTH,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
255,51,NTH,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
256,51,PRK,NTH,1950,1950,1953,0,0,5,1,4,100,100,100
257,51,PRK,NTH,1951,1950,1953,0,0,5,1,4,100,100,100
258,51,PRK,NTH,1952,1950,1953,0,0,5,1,4,100,100,100
259,51,PRK,NTH,1953,1950,1953,5,6,5,1,4,100,100,100
260,51,BEL,CHN,1951,1951,1953,0,0,5,4,2,100,100,100
261,51,BEL,CHN,1952,1951,1953,0,0,5,4,2,100,100,100
262,51,BEL,CHN,1953,1951,1953,5,6,5,4,2,100,100,100
263,51,CHN,BEL,1951,1951,1953,0,0,5,2,4,100,100,100
264,51,CHN,BEL,1952,1951,1953,0,0,5,2,4,100,100,100
265,51,CHN,BEL,1953,1951,1953,5,6,5,2,4,100,100,100
266,51,BEL,PRK,1951,1951,1953,0,0,5,4,1,100,100,100
267,51,BEL,PRK,1952,1951,1953,0,0,5,4,1,100,100,100
268,51,BEL,PRK,1953,1951,1953,5,6,5,4,1,100,100,100
269,51,PRK,BEL,1951,1951,1953,0,0,5,1,4,100,100,100
270,51,PRK,BEL,1952,1951,1953,0,0,5,1,4,100,100,100
271,51,PRK,BEL,1953,1951,1953,5,6,5,1,4,100,100,100
272,51,LUX,CHN,1951,1951,1953,0,0,4,4,2,65,65,65
273,51,LUX,CHN,1952,1951,1953,0,0,4,4,2,65,65,65
274,51,LUX,CHN,1953,1951,1953,5,6,4,4,2,65,65,65
275,51,CHN,LUX,1951,1951,1953,0,0,4,2,4,65,65,65
276,51,CHN,LUX,1952,1951,1953,0,0,4,2,4,65,65,65
277,51,CHN,LUX,1953,1951,1953,5,6,4,2,4,65,65,65
278,51,LUX,PRK,1951,1951,1953,0,0,4,4,1,65,65,65
279,51,LUX,PRK,1952,1951,1953,0,0,4,4,1,65,65,65
280,51,LUX,PRK,1953,1951,1953,5,6,4,4,1,65,65,65
281,51,PRK,LUX,1951,1951,1953,0,0,4,1,4,65,65,65
282,51,PRK,LUX,1952,1951,1953,0,0,4,1,4,65,65,65
283,51,PRK,LUX,1953,1951,1953,5,6,4,1,4,65,65,65
284,51,FRN,CHN,1951,1951,1953,0,0,5,4,2,100,100,100
285,51,FRN,CHN,1952,1951,1953,0,0,5,4,2,100,100,100
286,51,FRN,CHN,1953,1951,1953,5,6,5,4,2,100,100,100
287,51,CHN,FRN,1951,1951,1953,0,0,5,2,4,100,100,100
288,51,CHN,FRN,1952,1951,1953,0,0,5,2,4,100,100,100
289,51,CHN,FRN,1953,1951,1953,5,6,5,2,4,100,100,100
290,51,FRN,PRK,1951,1951,1953,0,0,5,4,1,100,100,100
291,51,FRN,PRK,1952,1951,1953,0,0,5,4,1,100,100,100
292,51,FRN,PRK,1953,1951,1953,5,6,5,4,1,100,100,100
293,51,PRK,FRN,1951,1951,1953,0,0,5,1,4,100,100,100
294,51,PRK,FRN,1952,1951,1953,0,0,5,1,4,100,100,100
295,51,PRK,FRN,1953,1951,1953,5,6,5,1,4,100,100,100
296,51,GRC,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
297,51,GRC,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
298,51,GRC,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
299,51,GRC,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
300,51,CHN,GRC,1950,1950,1953,0,0,5,2,4,100,100,100
301,51,CHN,GRC,1951,1950,1953,0,0,5,2,4,100,100,100
302,51,CHN,GRC,1952,1950,1953,0,0,5,2,4,100,100,100
303,51,CHN,GRC,1953,1950,1953,5,6,5,2,4,100,100,100
304,51,GRC,PRK,1950,1950,1953,0,0,5,4,1,100,100,100
305,51,GRC,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
306,51,GRC,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
307,51,GRC,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
308,51,PRK,GRC,1950,1950,1953,0,0,5,1,4,100,100,100
309,51,PRK,GRC,1951,1950,1953,0,0,5,1,4,100,100,100
310,51,PRK,GRC,1952,1950,1953,0,0,5,1,4,100,100,100
311,51,PRK,GRC,1953,1950,1953,5,6,5,1,4,100,100,100
312,51,ETH,CHN,1951,1951,1953,0,0,5,4,2,100,100,100
313,51,ETH,CHN,1952,1951,1953,0,0,5,4,2,100,100,100
314,51,ETH,CHN,1953,1951,1953,5,6,5,4,2,100,100,100
315,51,CHN,ETH,1951,1951,1953,0,0,5,2,4,100,100,100
316,51,CHN,ETH,1952,1951,1953,0,0,5,2,4,100,100,100
317,51,CHN,ETH,1953,1951,1953,5,6,5,2,4,100,100,100
318,51,ETH,PRK,1951,1951,1953,0,0,5,4,1,100,100,100
319,51,ETH,PRK,1952,1951,1953,0,0,5,4,1,100,100,100
320,51,ETH,PRK,1953,1951,1953,5,6,5,4,1,100,100,100
321,51,PRK,ETH,1951,1951,1953,0,0,5,1,4,100,100,100
322,51,PRK,ETH,1952,1951,1953,0,0,5,1,4,100,100,100
323,51,PRK,ETH,1953,1951,1953,5,6,5,1,4,100,100,100
324,51,SAF,CHN,1952,1952,1953,0,0,4,4,2,65,65,65
325,51,SAF,CHN,1953,1952,1953,5,6,4,4,2,65,65,65
326,51,CHN,SAF,1952,1952,1953,0,0,4,2,4,65,65,65
327,51,CHN,SAF,1953,1952,1953,5,6,4,2,4,65,65,65
328,51,SAF,PRK,1951,1951,1953,0,0,4,4,1,65,65,65
329,51,SAF,PRK,1952,1951,1953,0,0,4,4,1,65,65,65
330,51,SAF,PRK,1953,1951,1953,5,6,4,4,1,65,65,65
331,51,PRK,SAF,1951,1951,1953,0,0,4,1,4,65,65,65
332,51,PRK,SAF,1952,1951,1953,0,0,4,1,4,65,65,65
333,51,PRK,SAF,1953,1951,1953,5,6,4,1,4,65,65,65
334,51,TUR,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
335,51,TUR,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
336,51,TUR,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
337,51,TUR,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
338,51,CHN,TUR,1950,1950,1953,0,0,5,2,4,100,100,100
339,51,CHN,TUR,1951,1950,1953,0,0,5,2,4,100,100,100
340,51,CHN,TUR,1952,1950,1953,0,0,5,2,4,100,100,100
341,51,CHN,TUR,1953,1950,1953,5,6,5,2,4,100,100,100
342,51,TUR,PRK,1950,1950,1953,0,0,5,4,1,100,100,100
343,51,TUR,PRK,1951,1950,1953,0,0,5,4,1,100,100,100
344,51,TUR,PRK,1952,1950,1953,0,0,5,4,1,100,100,100
345,51,TUR,PRK,1953,1950,1953,5,6,5,4,1,100,100,100
346,51,PRK,TUR,1950,1950,1953,0,0,5,1,4,100,100,100
347,51,PRK,TUR,1951,1950,1953,0,0,5,1,4,100,100,100
348,51,PRK,TUR,1952,1950,1953,0,0,5,1,4,100,100,100
349,51,PRK,TUR,1953,1950,1953,5,6,5,1,4,100,100,100
350,51,CHN,ROK,1950,1950,1953,0,0,5,2,4,100,100,100
351,51,CHN,ROK,1951,1950,1953,0,0,5,2,4,100,100,100
352,51,CHN,ROK,1952,1950,1953,0,0,5,2,4,100,100,100
353,51,CHN,ROK,1953,1950,1953,5,6,5,2,4,100,100,100
354,51,ROK,CHN,1950,1950,1953,0,0,5,4,2,100,100,100
355,51,ROK,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
356,51,ROK,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
357,51,ROK,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
358,51,CHN,THI,1950,1950,1953,0,0,4,2,4,65,65,65
359,51,CHN,THI,1951,1950,1953,0,0,5,2,4,100,100,100
360,51,CHN,THI,1952,1950,1953,0,0,5,2,4,100,100,100
361,51,CHN,THI,1953,1950,1953,5,6,5,2,4,100,100,100
362,51,THI,CHN,1950,1950,1953,0,0,4,4,2,65,65,65
363,51,THI,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
364,51,THI,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
365,51,THI,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
366,51,CHN,PHI,1950,1950,1953,0,0,3,2,4,82,65,82
367,51,CHN,PHI,1951,1950,1953,0,0,5,2,4,100,100,100
368,51,CHN,PHI,1952,1950,1953,0,0,5,2,4,100,100,100
369,51,CHN,PHI,1953,1950,1953,5,6,5,2,4,100,100,100
370,51,PHI,CHN,1950,1950,1953,0,0,3,4,2,82,82,82
371,51,PHI,CHN,1951,1950,1953,0,0,5,4,2,100,100,100
372,51,PHI,CHN,1952,1950,1953,0,0,5,4,2,100,100,100
373,51,PHI,CHN,1953,1950,1953,5,6,5,4,2,100,100,100
374,51,CHN,AUL,1950,1950,1953,0,0,5,2,4,100,100,100
375,51,CHN,AUL,1951,1950,1953,0,0,5,2,4,100,100,100
376,51,CHN,AUL,1952,1950,1953,0,0,5,2,4,100,100,100
377,51,CHN,AUL,1953,1950,1953,5,6,5,2,4,100,100,100
